point_id,Morphology,Size,Class2,Type,Detail,Type2,Sample,No,Group,Year,Month,Day,Event
49,irregular,1.83,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
50,cluster,2.34,2.5,N-rich,,N-rich,"30. Noto(12.15, non-event)",30,Noto,2020,12,15,Non-event
1,irregular,0.701,1,Calcium Sulfate,,Others,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
2,cluster,0.538,1,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
3,irregular,1.78,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
4,irregular,0.843,1,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
5,irregular,1.36,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
6,cluster,2.05,2.5,Carbonaceous,S-rich,Carbonaceous,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
7,irregular,1.33,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
8,irregular,0.572,1,Transition metal,,Transition metal,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
9,spherical,0.966,1,Fly ash,,Others,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
10,irregular,1.96,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
11,cluster,1.53,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
12,irregular,2.2,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
13,cluster,1.79,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
14,spherical,0.716,1,Fe-rich,,Fe-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
15,spherical,0.904,1,Fe-rich,,Fe-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
16,irregular,2.07,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
17,irregular,1.58,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
18,irregular,1.9,2.5,Carbonaceous,Mineral,Carbonaceous,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
19,cluster,2.19,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
20,cluster,1.89,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
21,irregular,2.21,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
22,spherical,0.565,1,Fe-rich,,Fe-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
23,irregular,0.919,1,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
24,irregular,1.67,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
25,irregular,1.64,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
26,irregular,1.3,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
27,irregular,4.05,4,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
28,cluster,2.1,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
29,irregular,2.44,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
30,irregular,1.27,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
31,irregular,1.59,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
32,cluster,0.984,1,Calcium Sulfate,,Others,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
33,irregular,1.9,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
34,irregular,2.44,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
35,irregular,0.674,1,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
36,chainlike,2.26,2.5,Carbonaceous,N-rich,Carbonaceous,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
37,spherical,0.515,1,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
38,irregular,1.61,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
39,irregular,1.05,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
40,irregular,2.24,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
41,irregular,1.97,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
42,spherical,0.616,1,Fe-rich,,Fe-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
43,cluster,1.53,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
44,cluster,1.54,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
45,cluster,1,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
46,spherical,1.19,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
47,irregular,1.12,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
48,cluster,1,2.5,N-rich,,N-rich,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
49,irregular,2.47,2.5,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
50,cluster,0.83,1,Mineral,,Mineral,"31. Noto(12.28, event)",31,Noto,2020,12,28,Event
1,irregular,1.7,2.5,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
2,irregular,2.11,2.5,N-rich,,N-rich,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
3,irregular,0.895,1,Carbonaceous,Flourine compound,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
4,spherical,0.825,1,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
5,irregular,0.718,1,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
6,irregular,0.571,1,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
7,spherical,0.8,1,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
8,irregular,1.24,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
9,spherical,0.899,1,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
10,irregular,1.68,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
11,irregular,1.89,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
12,irregular,1.84,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
13,spherical,1.59,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
14,irregular,1.25,2.5,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
15,spherical,2.7,4,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
16,irregular,2.16,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
17,irregular,1.65,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
18,spherical,0.772,1,Mineral,,Mineral,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
19,irregular,0.495,1,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
20,irregular,0.754,1,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
21,irregular,1.59,2.5,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
22,irregular,2.5,4,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
23,irregular,1.13,2.5,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
24,irregular,0.912,1,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
25,cluster,1.27,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
26,irregular,1.47,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
27,spherical,0.917,1,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
28,irregular,1.55,2.5,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
29,irregular,1.87,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
30,spherical,1.25,2.5,Mineral,,Mineral,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
31,irregular,0.588,1,Fe-rich,,Fe-rich,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
32,irregular,2.36,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
33,irregular,1.45,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
34,irregular,1.18,2.5,Mineral,,Mineral,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
35,cluster,0.816,1,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
36,cluster,1.14,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
37,irregular,1.38,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
38,irregular,0.63,1,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
39,cluster,0.774,1,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
40,irregular,1.78,2.5,Carbonaceous,S-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
41,irregular,1.47,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
42,irregular,1.98,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
43,spherical,1.22,2.5,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
44,cluster,4.04,4,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
45,cluster,2.93,4,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
46,irregular,2.33,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
47,irregular,2.13,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
48,irregular,1.02,2.5,Carbonaceous,Mineral,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
49,irregular,2.17,2.5,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
50,irregular,2.88,4,Carbonaceous,N-rich,Carbonaceous,"32. Ulanbatar (12.16, event)",32,Ulanbatar,2020,12,16,Event
1,cluster,0.872,1,N-rich,,N-rich,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
2,cluster,1.88,2.5,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
3,irregular,1.41,2.5,Flourine compound,,Others,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
4,cluster,4.15,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
5,irregular,2.92,4,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
6,irregular,2.31,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
7,cluster,0.975,1,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
8,spherical,0.732,1,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
9,spherical,0.736,1,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
10,cluster,1.06,2.5,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
11,irregular,2.1,2.5,Carbonaceous,Mineral,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
12,irregular,1.7,2.5,Carbonaceous,Flourine compound,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
13,spherical,1.1,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
14,irregular,0.977,1,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
15,chainlike,4.53,4,N-rich,,N-rich,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
16,chainlike,3.34,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
17,cluster,2.84,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
18,cluster,2.21,2.5,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
19,spherical,1.96,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
20,irregular,2.22,2.5,N-rich,,N-rich,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
21,irregular,2.97,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
22,irregular,1.92,2.5,Flourine compound,,Others,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
23,cluster,1.63,2.5,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
24,spherical,0.865,1,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
25,cluster,3.9,4,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
26,irregular,1.24,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
27,chainlike,2.28,2.5,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
28,irregular,1.58,2.5,Calcium Sulfate,,Others,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
29,cluster,3.12,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
30,spherical,1,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
31,cluster,2.39,2.5,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
32,irregular,1.99,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
33,spherical,1.26,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
34,irregular,1.46,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
35,cluster,2.08,2.5,N-rich,,N-rich,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
36,irregular,1.46,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
37,chainlike,2.53,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
38,cluster,4.25,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
39,spherical,0.516,1,Fe-rich,,Fe-rich,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
40,spherical,1.17,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
41,cluster,2.74,4,sulfate,,Others,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
42,irregular,1.67,2.5,Calcium Sulfate,,Others,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
43,chainlike,4.08,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
44,chainlike,4.06,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
45,irregular,0.879,1,Fly ash,,Others,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
46,cluster,4.36,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
47,irregular,1.44,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
48,irregular,2.77,4,Carbonaceous,Fe-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
49,irregular,2.37,2.5,Mineral,,Mineral,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
50,cluster,2.62,4,Carbonaceous,N-rich,Carbonaceous,"33. Ulanbatar(12.29, non-event)",33,Ulanbatar,2020,12,29,Non-event
1,irregular,1.74,2.5,Carbonaceous,Calcium sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
2,irregular,0.691,1,Carbonaceous,Fly ash,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
3,spherical,0.579,1,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
4,irregular,1.74,2.5,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
5,irregular,1.86,2.5,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
6,irregular,2.06,2.5,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
7,irregular,2.54,4,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
8,irregular,1.83,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
9,spherical,0.643,1,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
10,irregular,0.999,1,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
11,irregular,1.28,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
12,spherical,1.04,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
13,irregular,1.11,2.5,Carbonaceous,Transition metal,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
14,irregular,4.22,4,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
15,irregular,1.71,2.5,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
16,irregular,3.27,4,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
17,spherical,0.897,1,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
18,irregular,1.56,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
19,spherical,1.35,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
20,irregular,4.65,4,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
21,spherical,1.14,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
22,spherical,0.597,1,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
23,irregular,3.63,4,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
24,spherical,0.671,1,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
25,irregular,1.11,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
26,irregular,1.35,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
27,spherical,1.12,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
28,irregular,2.74,4,Carbonaceous,Calcium sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
29,irregular,0.653,1,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
30,cluster,2.47,2.5,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
31,irregular,3.9,4,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
32,irregular,2.16,2.5,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
33,irregular,1.81,2.5,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
34,irregular,5.09,4,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
35,cluster,2.53,4,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
36,irregular,2.81,4,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
37,cluster,1.84,2.5,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
38,irregular,4,4,Carbonaceous,Fe-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
39,spherical,1.22,2.5,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
40,irregular,3.37,4,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
41,irregular,2.52,4,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
42,irregular,3.15,4,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
43,irregular,0.507,1,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
44,irregular,1.34,2.5,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
45,spherical,0.66,1,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
46,irregular,4.53,4,Carbonaceous,N-rich,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
47,irregular,1.42,2.5,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
48,irregular,1.59,2.5,Carbonaceous,Mineral,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
49,irregular,1.87,2.5,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
50,irregular,4.76,4,Carbonaceous,Sulfate,Carbonaceous,"34. Ulanbatar (12.21, event)",34,Ulanbatar,2020,12,21,Event
1,irregular,2.43,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
2,cluster,1.17,2.5,Carbonaceous,Mineral,Carbonaceous,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
3,irregular,3.77,4,Calcium Sulfate,Mineral,Others,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
4,irregular,1.9,2.5,Mineral,,Mineral,"4. Ulanbatar (01.05, non-event)",4,Ulanbatar,2021,1,5,Non-event
